PROGRAMÁTICA,VALOR FINAL ARREDONDADO
08.001.12.365.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.365.0016.1.003.4.4.90.51.01.200.0000,"2.609.157,00 "
08.001.12.365.0016.1.003.4.4.90.51.07.202.0000,"1,00 "
08.001.12.365.0016.1.003.4.4.90.51.01.200.0000,"1,00 "
08.001.12.365.0016.1.003.4.4.90.51.01.200.0000,"2,00 "
08.001.12.365.0016.1.003.4.4.90.51.07.202.0000,"1,00 "
08.001.12.365.0016.1.003.4.4.90.52.01.200.0000,"276.520,00 "
08.001.12.365.0016.2.011.3.3.50.43.01.110.0000,"1,00 "
08.001.12.365.0016.2.011.3.3.90.30.01.200.0000,"4.650.150,00 "
08.001.12.365.0016.2.011.3.3.90.30.01.200.0000,"1.292.000,00 "
08.001.12.365.0016.2.011.3.3.90.30.01.200.0000,"0,00 "
08.001.12.365.0016.2.011.3.3.90.30.01.200.0000,"700.000,00 "
08.001.12.365.0016.2.011.3.3.90.30.01.110.0000,"199.000,00 "
08.001.12.365.0016.2.011.3.3.90.30.01.200.0000,"0,00 "
08.001.12.365.0016.2.011.3.3.90.39.01.110.0000,"79.353,00 "
08.001.12.365.0016.2.011.3.3.90.39.01.200.0000,"0,00 "
08.001.12.365.0016.2.011.3.3.90.39.01.200.0000,"8.853.870,00 "
08.001.12.365.0016.2.011.3.3.90.39.01.200.0000,"0,00 "
08.001.12.365.0016.2.011.3.3.90.39.01.200.0000,"94.853,00 "
08.001.12.365.0016.2.011.4.4.90.52.01.200.0000,"500.000,00 "
08.001.12.365.0016.2.011.4.4.90.52.01.200.0000,"100.000,00 "
08.001.12.365.0016.2.011.4.4.90.52.01.200.0000,"0,00 "
08.001.12.365.0016.2.017.3.3.90.32.01.110.0000,"0,00 "
08.001.12.365.0016.2.017.3.3.90.32.01.110.0000,"1.269.017,00 "
08.001.12.365.0016.2.017.3.3.90.32.01.110.0000,"17.745.907,00 "
08.001.12.365.0016.2.017.3.3.90.32.01.110.0000,"7.218.671,00 "
08.001.12.365.0016.2.017.3.3.90.32.01.200.0000,"9.098.414,00 "
08.001.12.365.0016.2.018.3.3.90.40.01.200.0000,"8.528.026,00 "
08.001.12.365.0016.2.018.3.3.90.40.01.110.0000,"2.518.589,00 "
08.001.12.365.0016.2.018.3.3.90.40.01.200.0000,"1,00 "
08.001.12.365.0016.2.019.3.3.90.39.01.200.0000,"15.951.719,00 "
08.001.12.365.0016.2.019.3.3.90.32.01.200.0000,"3,00 "
08.001.12.365.0016.2.020.3.3.90.39.01.110.0000,"1,00 "
08.001.12.365.0016.2.020.3.3.90.39.01.200.0000,"7.996.842,00 "
08.001.12.365.0016.2.022.3.3.50.39.01.200.0000,"3.031.384,00 "
08.001.12.365.0016.2.022.3.3.50.39.01.200.0000,"2.131.667,00 "
08.001.12.365.0016.2.022.3.3.50.39.01.200.0000,"1.358.585,00 "
08.001.12.365.0016.2.022.3.3.50.39.01.200.0000,"2.781.426,00 "
08.001.12.365.0016.2.022.3.3.50.39.01.200.0000,"12.876.480,00 "
08.001.12.365.0016.2.022.3.3.50.39.01.200.0000,"8.521.207,00 "
08.001.12.365.0016.2.022.3.3.50.39.01.200.0000,"7.334.458,00 "
08.001.12.365.0016.2.022.3.3.50.39.01.200.0000,"7.295.168,00 "
08.001.12.365.0016.2.022.3.3.50.39.01.200.0000,"2.648.143,00 "
08.001.12.365.0016.2.022.3.3.50.39.01.200.0000,"8.693.295,00 "
08.001.12.365.0016.2.022.4.4.50.39.01.200.0000,"1,00 "
08.001.12.365.0016.2.022.4.4.50.39.01.200.0000,"34.250,00 "
08.001.12.365.0016.2.022.4.4.50.39.01.200.0000,"5.515,00 "
08.001.12.365.0016.2.022.4.4.50.39.01.200.0000,"13.420,00 "
08.001.12.365.0016.2.022.4.4.50.39.01.200.0000,"236.830,00 "
08.001.12.365.0016.2.022.4.4.50.39.01.200.0000,"1,00 "
08.001.12.365.0016.2.022.4.4.50.39.01.200.0000,"116.398,00 "
08.001.12.365.0016.2.022.4.4.50.39.01.200.0000,"800,00 "
08.001.12.365.0016.2.022.4.4.50.39.01.200.0000,"25.845,00 "
08.001.12.365.0016.2.022.4.4.50.39.01.200.0000,"1,00 "
08.001.12.365.0016.2.023.3.3.50.39.01.110.0000,"1.184.535,00 "
08.001.12.365.0016.2.023.3.3.50.39.01.200.0000,"1,00 "
08.001.12.365.0016.2.023.3.3.50.39.01.110.0000,"1.012.654,00 "
08.001.12.365.0016.2.023.3.3.50.39.01.200.0000,"1,00 "
08.001.12.365.0016.2.023.4.4.50.39.01.110.0000,"296.133,00 "
08.001.12.365.0016.2.023.4.4.50.39.01.200.0000,"1,00 "
08.001.12.365.0016.2.023.4.4.50.39.01.110.0000,"253.164,00 "
08.001.12.365.0016.2.023.4.4.50.39.01.200.0000,"1,00 "
08.001.12.366.0016.2.019.3.3.50.39.01.200.0000,"3.018.177,00 "
08.001.12.366.0016.2.019.3.3.90.39.01.200.0000,"79.200,00 "
08.001.12.366.0016.2.019.3.3.90.48.01.200.0000,"1.000.000,00 "
08.001.12.366.0016.2.019.4.4.50.39.01.200.0000,"1,00 "
08.001.12.367.0016.2.019.3.3.90.39.01.200.0000,"2.279.808,00 "
08.001.12.367.0016.2.019.3.3.90.39.01.200.0000,"2.439.650,00 "
09.001.04.126.0002.2.007.3.3.90.39.01.110.0000,"1,00 "
09.001.04.126.0002.2.007.3.3.90.39.01.310.0000,"8.353.350,00 "
09.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"0,00 "
09.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"20.000,00 "
09.001.04.131.0002.2.005.3.3.90.39.01.310.0000,"0,00 "
09.001.04.131.0002.2.005.3.3.90.39.01.310.0000,"20.000,00 "
09.001.10.122.0001.2.006.3.3.90.39.01.110.0000,"1,00 "
09.001.10.302.0015.2.026.3.3.90.39.01.110.0000,"207.877,00 "
09.001.10.302.0015.2.026.3.3.90.39.01.110.0000,"95.236,00 "
09.001.10.302.0015.2.026.3.3.90.39.01.110.0000,"312.000,00 "
09.001.10.302.0015.2.026.3.3.90.39.01.110.0000,"0,00 "
09.001.10.302.0015.2.026.3.3.90.39.01.110.0000,"120.001,00 "
09.001.10.302.0015.2.026.3.3.90.39.01.110.0000,"944.674,00 "
09.001.10.302.0015.2.026.3.3.90.39.01.110.0000,"319.172,00 "
09.006.10.302.0015.1.002.3.3.90.30.01.110.0000,"1,00 "
09.006.10.302.0015.1.002.3.3.90.30.01.310.0000,"1,00 "
09.006.10.302.0015.1.002.3.3.90.39.01.110.0000,"1,00 "
09.006.10.302.0015.1.002.3.3.90.39.01.110.0000,"1,00 "
09.006.10.302.0015.1.002.3.3.90.39.01.310.0000,"1,00 "
09.006.10.302.0015.1.002.3.3.90.39.01.310.0000,"1,00 "
09.006.10.302.0015.1.002.4.4.90.51.01.110.0000,"1,00 "
09.006.10.302.0015.1.002.4.4.90.51.01.310.0000,"1,00 "
09.006.10.302.0015.1.002.4.4.90.52.01.110.0000,"1,00 "
09.006.10.302.0015.1.002.4.4.90.52.01.310.0000,"1,00 "
09.006.10.302.0015.2.014.3.3.90.30.01.110.0000,"448.707,00 "
09.006.10.302.0015.2.014.3.3.90.30.01.110.0000,"216.567,00 "
09.006.10.302.0015.2.014.3.3.90.30.01.110.0000,"1.938.431,00 "
09.006.10.302.0015.2.014.3.3.90.30.01.310.0000,"2.280.009,00 "
09.006.10.302.0015.2.014.3.3.90.30.03.300.0901,"492.000,00 "
09.006.10.302.0015.2.014.3.3.90.30.01.310.0000,"17.603,00 "
09.006.10.302.0015.2.014.3.3.90.30.05.301.0000,"313.893,00 "
09.006.10.302.0015.2.014.3.3.90.39.01.110.0000,"593.626,00 "
09.006.10.302.0015.2.014.3.3.90.39.01.110.0000,"512.782,00 "
09.006.10.302.0015.2.014.3.3.90.39.01.110.0000,"0,00 "
09.006.10.302.0015.2.014.3.3.90.39.01.110.0000,"4.138.653,00 "
09.006.10.302.0015.2.014.3.3.90.39.01.110.0000,"2.757.526,00 "
09.006.10.302.0015.2.014.3.3.90.39.01.110.0000,"509.495,00 "
09.006.10.302.0015.2.014.3.3.90.39.01.110.0000,"4.416.548,00 "
09.006.10.302.0015.2.014.3.3.90.39.01.110.0000,"1.739.999,00 "
09.006.10.302.0015.2.014.3.3.90.39.01.310.0000,"1,00 "
09.006.10.302.0015.2.014.3.3.90.39.01.310.0000,"8.226.359,00 "
09.006.10.302.0015.2.014.3.3.90.39.01.310.0000,"0,00 "
09.006.10.302.0015.2.014.3.3.90.39.01.310.0000,"0,00 "
09.006.10.302.0015.2.014.3.3.90.39.02.310.0000,"0,00 "
09.006.10.302.0015.2.014.3.3.90.39.05.301.0000,"0,00 "
09.006.10.302.0015.2.014.3.3.90.39.05.301.0000,"1.453.315,00 "
09.006.10.302.0015.2.014.3.3.90.39.05.301.0000,"0,00 "
09.006.10.302.0015.2.014.3.3.90.39.05.301.0000,"0,00 "
09.006.10.302.0015.2.014.3.3.90.39.05.301.0000,"3.139.487,00 "
09.006.10.302.0015.2.014.3.3.90.39.05.301.0000,"0,00 "
09.008.10.301.0015.1.002.3.3.90.30.01.110.0000,"1,00 "
09.008.10.301.0015.1.002.3.3.90.30.01.310.0000,"1,00 "
09.008.10.301.0015.1.002.3.3.90.39.01.110.0000,"1,00 "
09.008.10.301.0015.1.002.3.3.90.39.01.110.0000,"1,00 "
09.008.10.301.0015.1.002.3.3.90.39.01.310.0000,"1,00 "
09.008.10.301.0015.1.002.3.3.90.39.01.310.0000,"1,00 "
09.008.10.301.0015.1.002.4.4.90.51.01.110.0000,"1,00 "
09.008.10.301.0015.1.002.4.4.90.51.01.310.0000,"1,00 "
09.008.10.301.0015.1.002.4.4.90.52.01.110.0000,"1,00 "
09.008.10.301.0015.1.002.4.4.90.52.01.310.0000,"1,00 "
09.008.10.301.0015.1.003.4.4.90.51.01.110.0000,"1,00 "
09.008.10.301.0015.1.003.4.4.90.51.01.310.0000,"1,00 "
09.008.10.301.0015.2.012.3.3.90.30.01.110.0000,"0,00 "
09.008.10.301.0015.2.012.3.3.90.30.01.110.0000,"825.008,00 "
09.008.10.301.0015.2.012.3.3.90.30.01.110.0000,"0,00 "
09.008.10.301.0015.2.012.3.3.90.30.01.310.0000,"750.000,00 "
09.008.10.301.0015.2.012.3.3.90.30.01.310.0000,"0,00 "
09.008.10.301.0015.2.012.3.3.90.30.05.301.0000,"0,00 "
09.008.10.301.0015.2.012.3.3.90.39.01.110.0000,"4.800.000,00 "
09.008.10.301.0015.2.012.3.3.90.39.01.110.0000,"1,00 "
09.008.10.301.0015.2.012.3.3.90.39.05.301.0000,"5.807.767,00 "
09.008.10.301.0015.2.012.3.3.90.39.01.110.0000,"0,00 "
09.008.10.301.0015.2.012.3.3.90.39.01.110.0000,"2.981.987,00 "
09.008.10.301.0015.2.012.3.3.90.39.01.110.0000,"40.224,00 "
09.008.10.301.0015.2.012.3.3.90.39.01.110.0000,"68.128,00 "
09.008.10.301.0015.2.012.3.3.90.39.01.110.0000,"1,00 "
09.008.10.301.0015.2.012.3.3.90.39.05.301.0000,"2.079.999,00 "
09.008.10.301.0015.2.012.3.3.90.39.01.110.0000,"606.276,00 "
09.008.10.301.0015.2.012.3.3.90.39.01.310.0000,"13.750.579,00 "
09.008.10.301.0015.2.012.3.3.90.39.01.310.0000,"0,00 "
09.008.10.301.0015.2.012.3.3.90.39.02.310.0000,"0,00 "
09.008.10.301.0015.2.012.3.3.90.39.05.301.0000,"0,00 "
09.008.10.301.0015.2.012.3.3.90.39.05.301.0000,"3.492.232,00 "
09.008.10.301.0015.2.012.3.3.90.39.05.301.0000,"0,00 "
09.008.10.301.0015.2.012.3.3.90.39.05.301.0000,"0,00 "
09.009.10.302.0015.1.002.3.3.90.30.01.110.0000,"1,00 "
09.009.10.302.0015.1.002.3.3.90.30.01.310.0000,"1,00 "
09.009.10.302.0015.1.002.3.3.90.39.01.110.0000,"1,00 "
09.009.10.302.0015.1.002.3.3.90.39.01.110.0000,"1,00 "
09.009.10.302.0015.1.002.3.3.90.39.01.310.0000,"1,00 "
09.009.10.302.0015.1.002.3.3.90.39.01.310.0000,"1,00 "
09.009.10.302.0015.1.002.4.4.90.51.01.110.0000,"1,00 "
09.009.10.302.0015.1.002.4.4.90.51.01.310.0000,"1,00 "
09.009.10.302.0015.1.002.4.4.90.52.01.110.0000,"1,00 "
09.009.10.302.0015.1.002.4.4.90.52.01.310.0000,"1,00 "
09.009.10.302.0015.1.003.4.4.90.51.01.110.0000,"1,00 "
09.009.10.302.0015.1.003.4.4.90.51.01.310.0000,"1,00 "
09.009.10.302.0015.2.013.3.3.90.30.01.110.0000,"476.485,00 "
09.009.10.302.0015.2.013.3.3.50.39.05.302.0000,"5.798.144,00 "
09.009.10.302.0015.2.013.3.3.50.39.01.110.0000,"600.000,00 "
09.009.10.302.0015.2.013.3.3.50.39.05.302.0000,"4.199.199,00 "
09.009.10.302.0015.2.013.3.3.50.39.05.302.0000,"294.003,00 "
09.009.10.302.0015.2.013.4.4.50.52.01.110.0000,"499.999,00 "
09.009.10.302.0015.2.013.4.4.50.52.01.310.0000,"1,00 "
09.009.10.302.0015.2.013.3.3.90.39.01.110.0000,"59.668,00 "
09.009.10.302.0015.2.013.3.3.90.39.01.310.0000,"1,00 "
09.009.10.302.0015.2.013.3.3.90.30.01.110.0000,"1,00 "
09.009.10.302.0015.2.013.3.3.90.30.01.310.0000,"273.515,00 "
09.009.10.302.0015.2.013.3.3.90.30.01.310.0000,"0,00 "
09.009.10.302.0015.2.013.3.3.90.30.05.302.0000,"100.000,00 "
09.009.10.302.0015.2.013.3.3.90.30.05.302.0000,"2.844.490,00 "
09.009.10.302.0015.2.013.3.3.90.39.01.110.0000,"2.160.000,00 "
09.009.10.302.0015.2.013.3.3.90.39.01.110.0000,"4.132.793,00 "
09.009.10.302.0015.2.013.3.3.90.39.01.110.0000,"0,00 "
09.009.10.302.0015.2.013.3.3.90.39.01.110.0000,"2.006.152,00 "
09.009.10.302.0015.2.013.3.3.90.39.01.110.0000,"82.731,00 "
09.009.10.302.0015.2.013.3.3.90.39.01.110.0000,"0,00 "
09.009.10.302.0015.2.013.3.3.90.39.01.110.0000,"1.674.756,00 "
09.009.10.302.0015.2.013.3.3.90.39.01.310.0000,"8.885.554,00 "
09.009.10.302.0015.2.013.3.3.90.39.01.310.0000,"0,00 "
09.009.10.302.0015.2.013.3.3.90.39.02.310.0000,"0,00 "
09.009.10.302.0015.2.013.3.3.90.39.05.302.0000,"0,00 "
09.009.10.302.0015.2.013.3.3.90.39.05.302.0000,"0,00 "
09.009.10.302.0015.2.013.3.3.90.39.05.302.0000,"0,00 "
09.009.10.302.0015.2.013.3.3.90.39.05.302.0000,"0,00 "
09.009.10.302.0015.2.023.3.3.50.85.01.110.0000,"1,00 "
09.009.10.302.0015.2.023.3.3.50.85.01.310.0000,"3.235.358,00 "
09.009.10.302.0015.2.023.3.3.50.85.02.310.0000,"10.966.750,00 "
09.010.10.302.0015.1.002.3.3.90.30.01.110.0000,"1,00 "
09.010.10.302.0015.1.002.3.3.90.30.01.310.0000,"1,00 "
09.010.10.302.0015.1.002.3.3.90.39.01.110.0000,"1,00 "
09.010.10.302.0015.1.002.3.3.90.39.01.110.0000,"1,00 "
09.010.10.302.0015.1.002.3.3.90.39.01.310.0000,"1,00 "
09.010.10.302.0015.1.002.3.3.90.39.01.310.0000,"1,00 "
09.010.10.302.0015.1.002.4.4.90.51.01.110.0000,"1,00 "
09.010.10.302.0015.1.002.4.4.90.51.01.310.0000,"1,00 "
09.010.10.302.0015.1.002.4.4.90.52.01.110.0000,"1,00 "
09.010.10.302.0015.1.002.4.4.90.52.01.310.0000,"1,00 "
09.010.10.302.0015.1.003.4.4.90.51.01.110.0000,"0,00 "
09.010.10.302.0015.2.014.3.3.90.30.01.110.0000,"1,00 "
09.010.10.302.0015.2.014.3.3.90.30.01.110.0000,"1.051.484,00 "
09.010.10.302.0015.2.014.3.3.90.30.01.310.0000,"283.690,00 "
09.010.10.302.0015.2.014.3.3.90.30.01.310.0000,"300.000,00 "
09.010.10.302.0015.2.014.3.3.90.30.01.310.0000,"0,00 "
09.010.10.302.0015.2.014.3.3.90.30.05.301.0000,"809.014,00 "
09.010.10.302.0015.2.014.3.3.90.30.05.302.0000,"7.224.365,00 "
09.010.10.302.0015.2.014.3.3.90.39.01.110.0000,"1.506.375,00 "
09.010.10.302.0015.2.014.3.3.90.39.01.110.0000,"769.174,00 "
09.010.10.302.0015.2.014.3.3.90.39.01.110.0000,"1,00 "
09.010.10.302.0015.2.014.3.3.90.39.01.110.0000,"3.919.270,00 "
09.010.10.302.0015.2.014.3.3.90.39.01.110.0000,"2.008.854,00 "
09.010.10.302.0015.2.014.3.3.90.39.01.110.0000,"13.262.388,00 "
09.010.10.302.0015.2.014.3.3.90.39.01.110.0000,"791.999,00 "
09.010.10.302.0015.2.014.3.3.90.39.01.310.0000,"1,00 "
09.010.10.302.0015.2.014.3.3.90.39.01.110.0000,"7.786.032,00 "
09.010.10.302.0015.2.014.3.3.90.39.01.310.0000,"1,00 "
09.010.10.302.0015.2.014.3.3.90.39.01.310.0000,"6.439.262,00 "
09.010.10.302.0015.2.014.3.3.90.39.01.310.0000,"0,00 "
09.010.10.302.0015.2.014.3.3.90.39.01.310.0000,"557.631,00 "
09.010.10.302.0015.2.014.3.3.90.39.01.310.0000,"203.666,00 "
09.010.10.302.0015.2.014.3.3.90.39.02.310.0000,"1,00 "
09.010.10.302.0015.2.014.3.3.90.39.02.310.0000,"176.334,00 "
09.010.10.302.0015.2.014.3.3.90.39.05.302.0000,"0,00 "
09.010.10.302.0015.2.014.3.3.90.39.05.302.0000,"769.174,00 "
09.010.10.302.0015.2.014.3.3.90.39.05.301.0000,"10.039.535,00 "
09.010.10.302.0015.2.014.3.3.90.39.01.110.0000,"1,00 "
09.010.10.302.0015.2.014.3.3.90.39.01.310.0000,"0,00 "
09.010.10.302.0015.2.014.3.3.90.39.05.302.0000,"0,00 "
09.010.10.302.0015.2.014.3.3.90.39.05.302.0000,"0,00 "
09.010.10.302.0015.2.023.3.3.50.85.01.110.0000,"173.624.880,00 "
09.010.10.302.0015.2.023.3.3.50.85.01.110.0000,"27.845.631,00 "
09.010.10.302.0015.2.023.3.3.50.85.01.110.0000,"24.168.329,00 "
09.010.10.302.0015.2.023.3.3.50.85.01.110.0000,"23.705.418,00 "
09.010.10.302.0015.2.023.3.3.50.85.01.110.0000,"4.857.545,00 "
09.010.10.302.0015.2.023.3.3.50.85.01.110.0000,"17.287.295,00 "
09.010.10.302.0015.2.023.3.3.50.85.01.310.0000,"4.000.000,00 "
09.010.10.302.0015.2.023.3.3.50.85.01.110.0000,"53.371.157,00 "
09.010.10.302.0015.2.023.3.3.50.85.01.310.0000,"9.156.257,00 "
09.010.10.302.0015.2.023.3.3.50.85.01.110.0000,"4.560.018,00 "
09.010.10.302.0015.2.023.3.3.50.85.01.310.0000,"18.228.610,00 "
09.010.10.302.0015.2.023.3.3.50.85.05.302.0000,"6.052.309,00 "
09.010.10.302.0015.2.023.3.3.50.85.05.302.0000,"4.699.443,00 "
09.010.10.302.0015.2.023.3.3.50.85.05.302.0000,"4.479.765,00 "
09.010.10.302.0015.2.023.3.3.50.85.05.302.0000,"16.249.980,00 "
09.010.10.302.0015.2.023.3.3.50.85.05.302.0000,"7.793.128,00 "
09.012.10.303.0014.2.011.3.3.90.30.01.110.0000,"0,00 "
09.012.10.303.0014.2.011.3.3.90.30.02.300.0000,"236.000,00 "
09.012.10.303.0014.2.011.3.3.90.30.05.304.0000,"1,00 "
09.012.10.303.0014.2.011.3.3.90.30.01.110.0000,"417.960,00 "
09.012.10.303.0014.2.011.3.3.90.30.01.110.0000,"11.999.999,00 "
09.012.10.303.0014.2.011.3.3.90.30.01.310.0000,"1,00 "
09.012.10.303.0014.2.011.3.3.90.39.01.110.0000,"1.927,00 "
09.012.10.303.0014.2.011.3.3.90.39.01.310.0000,"85.979,00 "
09.012.10.303.0014.2.011.3.3.90.39.01.110.0000,"352.583,00 "
09.012.10.303.0015.2.011.3.3.90.30.01.110.0000,"1,00 "
09.012.10.303.0015.2.011.3.3.90.30.01.310.0000,"15.970.562,00 "
09.015.04.121.0004.1.001.3.3.90.35.01.110.0000,"1,00 "
09.015.10.122.0014.1.002.3.3.90.30.01.110.0000,"1,00 "
09.015.10.122.0014.1.002.3.3.90.30.01.310.0000,"1,00 "
09.015.10.122.0014.1.002.3.3.90.39.01.110.0000,"1,00 "
09.015.10.122.0014.1.002.3.3.90.39.01.110.0000,"1,00 "
09.015.10.122.0014.1.002.3.3.90.39.01.310.0000,"1,00 "
09.015.10.122.0014.1.002.3.3.90.39.01.310.0000,"1,00 "
09.015.10.122.0014.1.002.4.4.90.51.01.110.0000,"1,00 "
09.015.10.122.0014.1.002.4.4.90.51.01.310.0000,"1,00 "
09.015.10.122.0014.1.002.4.4.90.52.01.110.0000,"1,00 "
09.015.10.122.0014.1.002.4.4.90.52.01.310.0000,"1,00 "
09.015.10.122.0014.2.011.3.3.90.30.01.110.0000,"0,00 "
09.015.10.122.0014.2.011.3.3.90.30.01.110.0000,"1.199.999,00 "
09.015.10.122.0014.2.011.3.3.90.30.01.110.0000,"175.980,00 "
09.015.10.122.0014.2.011.3.3.90.30.01.300.0000,"0,00 "
09.015.10.122.0014.2.011.3.3.90.30.01.310.0000,"92.266,00 "
09.015.10.122.0014.2.011.3.3.90.30.01.310.0000,"1,00 "
09.015.10.122.0014.2.011.3.3.90.30.02.310.0000,"0,00 "
09.015.10.122.0014.2.011.3.3.90.30.02.310.0000,"0,00 "
09.015.10.122.0014.2.011.3.3.90.30.01.110.0000,"0,00 "
09.015.10.122.0014.2.011.3.3.90.30.01.310.0000,"0,00 "
09.015.10.122.0014.2.011.3.3.90.30.01.110.0000,"1,00 "
09.015.10.122.0014.2.011.3.3.90.30.01.310.0000,"699.999,00 "
09.015.10.122.0014.2.011.3.3.90.30.01.110.0000,"1,00 "
09.015.10.122.0014.2.011.3.3.90.30.01.310.0000,"2.262.332,00 "
09.015.10.122.0014.2.011.3.3.90.39.01.110.0000,"120.600,00 "
09.015.10.122.0014.2.011.3.3.90.39.01.310.0000,"0,00 "
09.015.10.122.0014.2.011.3.3.90.32.05.301.0000,"360.003,00 "
09.015.10.122.0014.2.011.3.3.90.39.05.301.0000,"1,00 "
09.015.10.122.0014.2.011.3.3.90.30.05.301.0000,"157.734,00 "
09.015.10.122.0014.2.011.3.3.90.30.05.301.0000,"0,00 "
09.015.10.122.0014.2.011.3.3.90.30.01.110.0000,"1,00 "
09.015.10.122.0014.2.011.3.3.90.30.01.310.0000,"1.212.303,00 "
09.015.10.122.0014.2.011.3.3.90.39.01.110.0000,"0,00 "
09.015.10.122.0014.2.011.3.3.90.39.01.110.0000,"280.782,00 "
09.015.10.122.0014.2.011.3.3.90.39.01.110.0000,"1.927,00 "
09.015.10.122.0014.2.011.3.3.90.39.01.110.0000,"1.384.293,00 "
09.015.10.122.0014.2.011.3.3.90.39.01.310.0000,"0,00 "
09.015.10.122.0014.2.011.3.3.90.39.01.310.0000,"0,00 "
09.015.10.122.0014.2.011.3.3.90.39.02.310.0000,"0,00 "
09.015.10.122.0014.2.011.3.3.90.39.05.301.0000,"0,00 "
09.015.10.122.0014.2.011.3.3.90.39.01.110.0000,"249.999,00 "
09.015.10.122.0014.2.011.3.3.90.39.01.310.0000,"1,00 "
09.015.10.122.0014.2.011.3.3.90.93.01.110.0000,"999.999,00 "
09.015.10.122.0014.2.011.3.3.90.93.01.310.0000,"1,00 "
09.015.10.128.0014.2.008.3.3.90.48.01.110.0000,"3.037.000,00 "
09.015.10.128.0014.2.008.3.3.90.48.01.310.0000,"0,00 "
11.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"0,00 "
11.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"0,00 "
11.001.04.121.0004.1.001.3.3.90.39.01.110.0000,"1.500.000,00 "
11.001.04.121.0004.1.001.3.3.90.39.01.110.0000,"1.500.000,00 "
11.001.04.122.0001.2.006.3.3.90.39.01.110.0000,"0,00 "
11.001.04.122.0011.1.003.3.3.90.39.03.100.1102,"18.965.872,00 "
11.001.04.122.0011.1.003.3.3.90.39.01.110.0000,"0,00 "
11.001.04.122.0011.2.011.3.3.90.30.01.110.0000,"80.000,00 "
11.001.04.122.0011.2.011.3.3.90.30.01.110.0000,"15.000,00 "
11.001.04.122.0011.2.011.3.3.90.30.01.110.0000,"90.000,00 "
11.001.04.122.0011.2.011.3.3.90.39.01.110.0000,"17.760.288,00 "
11.001.04.122.0011.2.011.3.3.90.39.05.100.0000,"1.007.313,00 "
11.001.04.122.0011.2.011.3.3.90.39.01.110.0000,"130.000,00 "
11.001.04.122.0011.2.011.3.3.90.39.01.110.0000,"10.000,00 "
11.001.04.122.0011.2.011.4.4.90.52.01.110.0000,"6.000.000,00 "
11.001.04.122.0011.2.011.4.4.90.52.01.110.0000,"50.000,00 "
11.001.04.122.0011.2.011.4.4.90.52.01.110.0000,"28.000,00 "
11.001.04.122.0011.2.011.4.4.90.52.03.120.0000,"12.000,00 "
11.001.04.122.0011.2.011.4.4.90.52.01.110.0000,"200.000,00 "
11.001.04.122.0011.2.011.4.4.90.52.01.110.0000,"10.000,00 "
11.001.04.126.0002.2.007.3.3.90.40.01.110.0000,"0,00 "
11.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"0,00 "
11.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"14.500,00 "
11.001.15.451.0013.1.005.4.4.90.51.01.110.0000,"1,00 "
11.001.15.451.0013.1.005.4.4.90.51.01.110.0000,"0,00 "
11.001.15.451.0013.1.005.4.4.90.51.07.100.0000 ,"1,00 "
11.001.15.451.0013.1.005.4.4.90.51.07.100.0000 ,"0,00 "
11.001.15.451.0013.1.006.4.4.90.51.01.110.0000,"0,00 "
11.001.15.451.0013.1.006.4.4.90.51.07.100.0000,"1,00 "
11.001.15.451.0013.1.006.4.4.90.51.01.110.0000,"0,00 "
11.001.15.451.0013.1.006.4.4.90.51.07.100.0000,"1,00 "
11.001.15.451.0013.1.006.4.4.90.51.01.110.0000,"5.452.000,00 "
11.001.15.451.0013.1.006.4.4.90.51.03.100.1101,"1.548.000,00 "
11.001.15.451.0013.1.006.4.4.90.51.01.110.0000,"0,00 "
11.001.15.451.0013.1.006.4.4.90.51.02.100.0000,"0,00 "
11.001.15.451.0013.1.006.4.4.90.51.05.100.0000,"0,00 "
11.001.15.452.0011.2.038.3.3.90.39.01.100.0002,"0,00 "
11.001.15.452.0011.2.038.3.3.90.39.01.100.0002,"510.828,00 "
11.001.15.452.0011.2.038.3.3.90.39.01.100.0002,"0,00 "
11.001.15.452.0013.2.034.3.3.90.39.01.110.0000,"15.653.770,00 "
11.001.15.452.0013.2.034.3.3.90.39.01.110.0000,"0,00 "
11.001.15.452.0013.2.034.3.3.90.39.01.130.0000,"694.400,00 "
11.001.15.452.0013.2.034.3.3.90.39.01.130.0000,"109.600,00 "
11.001.15.452.0013.2.034.4.4.90.51.01.110.0000,"0,00 "
11.001.15.452.0013.2.034.4.4.90.51.01.110.0000,"0,00 "
11.001.17.452.0007.2.039.3.3.90.39.01.110.0000,"58.840.045,00 "
11.001.18.452.0007.1.003.3.3.90.39.01.110.0000,"1,00 "
11.001.18.452.0007.1.003.3.3.90.39.01.110.0000,"0,00 "
11.001.18.452.0007.1.003.3.3.90.39.01.110.0000,"0,00 "
11.001.18.452.0007.1.003.3.3.90.39.01.110.0000,"0,00 "
11.001.18.452.0007.1.003.3.3.90.39.01.110.0000,"0,00 "
